,quat1,quat2,quat3,quat4,acc1,acc2,acc3,gyro1,gyro2,gyro3
84.42125606536865,-0.6162109375,0.40521240234375,-0.0260009765625,0.6748046875,0.50341796875,-0.52392578125,0.66455078125,-4.5625,3.875,-1.375
84.44387292861938,-0.6158447265625,0.40496826171875,-0.02691650390625,0.67523193359375,0.49853515625,-0.52197265625,0.67236328125,-4.3125,4.25,-1.0625
84.46625304222107,-0.61553955078125,0.40478515625,-0.0277099609375,0.6756591796875,0.49658203125,-0.52001953125,0.6708984375,-3.625,3.75,-1.0
84.48134899139404,-0.61517333984375,0.40460205078125,-0.02825927734375,0.676025390625,0.49365234375,-0.52099609375,0.66943359375,-3.125,2.625,-1.25
84.50375199317932,-0.61492919921875,0.40478515625,-0.02880859375,0.6761474609375,0.49365234375,-0.53466796875,0.6669921875,-3.1875,0.9375,-1.0625
84.5262598991394,-0.61474609375,0.40496826171875,-0.029296875,0.67620849609375,0.5009765625,-0.53515625,0.6650390625,-2.8125,0.6875,-0.1875
84.54117679595947,-0.61468505859375,0.405029296875,-0.02984619140625,0.67620849609375,0.49755859375,-0.537109375,0.6689453125,-2.6875,1.0625,0.5625
84.5638017654419,-0.6146240234375,0.40496826171875,-0.0303955078125,0.67626953125,0.4931640625,-0.52587890625,0.66015625,-2.4375,1.9375,0.6875
84.58625388145447,-0.6146240234375,0.40496826171875,-0.03094482421875,0.67620849609375,0.49169921875,-0.53271484375,0.66162109375,-2.125,1.125,1.125
84.60136771202087,-0.61480712890625,0.40460205078125,-0.03131103515625,0.67626953125,0.490234375,-0.525390625,0.6875,-1.0625,1.3125,1.0
84.62396192550659,-0.614990234375,0.40435791015625,-0.03155517578125,0.67620849609375,0.48291015625,-0.53271484375,0.6806640625,-0.375,-0.1875,1.0
84.64635992050171,-0.61541748046875,0.40423583984375,-0.03155517578125,0.6759033203125,0.48486328125,-0.53369140625,0.67724609375,0.9375,-1.4375,1.6875
84.66061496734619,-0.61578369140625,0.4041748046875,-0.0313720703125,0.67559814453125,0.4931640625,-0.5302734375,0.6708984375,1.0,-2.125,2.125
84.68380999565125,-0.61614990234375,0.4044189453125,-0.03131103515625,0.6751708984375,0.49658203125,-0.5390625,0.65625,0.625,-2.125,2.3125
84.70622706413269,-0.6165771484375,0.40435791015625,-0.03118896484375,0.67474365234375,0.49853515625,-0.53515625,0.66064453125,1.8125,-1.3125,2.625
84.72201871871948,-0.61700439453125,0.404296875,-0.03082275390625,0.6744384765625,0.51123046875,-0.52587890625,0.65771484375,2.1875,-1.375,2.5625
84.74389004707336,-0.61737060546875,0.4044189453125,-0.0303955078125,0.674072265625,0.50634765625,-0.52734375,0.646484375,2.25,-2.25,2.1875
84.76778793334961,-0.6177978515625,0.40460205078125,-0.03009033203125,0.67352294921875,0.4990234375,-0.54541015625,0.65380859375,2.25,-2.6875,2.3125
84.78881907463074,-0.618408203125,0.4044189453125,-0.02984619140625,0.673095703125,0.48681640625,-0.533203125,0.669921875,2.8125,-2.3125,2.75
84.80374002456665,-0.619140625,0.40435791015625,-0.02960205078125,0.6724853515625,0.49169921875,-0.544921875,0.66845703125,3.0,-2.8125,3.4375
84.82792711257935,-0.61981201171875,0.404296875,-0.029052734375,0.6719970703125,0.51171875,-0.537109375,0.66015625,3.875,-2.375,3.4375
84.84064292907715,-0.620361328125,0.4041748046875,-0.02838134765625,0.6715087890625,0.5146484375,-0.53466796875,0.64697265625,5.0,-2.0,2.75
84.86394596099854,-0.62103271484375,0.40411376953125,-0.02783203125,0.6710205078125,0.505859375,-0.53955078125,0.65673828125,4.4375,-2.5625,2.9375
84.88635087013245,-0.6217041015625,0.40411376953125,-0.02728271484375,0.67041015625,0.5,-0.533203125,0.65234375,3.875,-3.1875,3.4375
84.90060186386108,-0.62249755859375,0.40399169921875,-0.02667236328125,0.66973876953125,0.50634765625,-0.53125,0.6494140625,4.9375,-2.75,3.875
84.9313600063324,-0.6231689453125,0.40386962890625,-0.026123046875,0.669189453125,0.5048828125,-0.533203125,0.64501953125,4.875,-1.875,3.5625
84.94634294509888,-0.623779296875,0.40386962890625,-0.02557373046875,0.668701171875,0.51025390625,-0.5322265625,0.64599609375,3.9375,-2.375,3.0
84.96060085296631,-0.624267578125,0.4039306640625,-0.02490234375,0.668212890625,0.51025390625,-0.52685546875,0.6435546875,3.8125,-2.6875,2.625
84.98383808135986,-0.62481689453125,0.40399169921875,-0.0242919921875,0.66766357421875,0.51123046875,-0.5224609375,0.6474609375,3.75,-2.75,3.25
85.0064971446991,-0.62548828125,0.404052734375,-0.02398681640625,0.66705322265625,0.501953125,-0.54541015625,0.6533203125,3.4375,-2.375,3.375
85.02073812484741,-0.6260986328125,0.404052734375,-0.02374267578125,0.66644287109375,0.50439453125,-0.55517578125,0.65869140625,3.5625,-2.0625,3.0
85.04526686668396,-0.62664794921875,0.40386962890625,-0.023193359375,0.666015625,0.5107421875,-0.53857421875,0.66259765625,4.3125,-2.125,2.4375
85.06792783737183,-0.62713623046875,0.40399169921875,-0.02252197265625,0.66558837890625,0.51171875,-0.52490234375,0.64892578125,3.5625,-2.9375,2.25
85.08073806762695,-0.6275634765625,0.40423583984375,-0.02191162109375,0.66497802734375,0.51513671875,-0.533203125,0.64208984375,3.1875,-3.4375,2.75
85.10509181022644,-0.62811279296875,0.40447998046875,-0.02142333984375,0.66436767578125,0.515625,-0.537109375,0.6494140625,3.1875,-3.0,3.125
85.13454294204712,-0.628662109375,0.40447998046875,-0.0211181640625,0.66387939453125,0.50390625,-0.5478515625,0.65283203125,3.6875,-2.25,2.625
85.1405918598175,-0.62908935546875,0.4044189453125,-0.02069091796875,0.6634521484375,0.50390625,-0.54150390625,0.65625,3.5625,-2.125,1.5625
85.16390895843506,-0.6295166015625,0.404541015625,-0.02001953125,0.6630859375,0.5078125,-0.53271484375,0.650390625,3.5625,-3.0,1.5
85.18635487556458,-0.6300048828125,0.40447998046875,-0.019287109375,0.66265869140625,0.51171875,-0.53076171875,0.64599609375,4.625,-2.6875,1.8125
85.2007839679718,-0.63043212890625,0.404541015625,-0.01861572265625,0.6622314453125,0.52197265625,-0.533203125,0.65087890625,4.3125,-2.375,2.125
85.22393488883972,-0.630859375,0.4046630859375,-0.01800537109375,0.6617431640625,0.51806640625,-0.53857421875,0.63623046875,4.3125,-2.4375,1.9375
