,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
4.551559925079346,-0.015748031496062992,0.0,-0.023622047244094488,-0.015748031496062992,-0.007874015748031496,-0.007874015748031496,-0.023622047244094488,-0.023622047244094488
4.552040338516235,-0.007874015748031496,0.007874015748031496,0.0,0.0,-0.015748031496062992,0.0,-0.007874015748031496,-0.007874015748031496
4.552520751953125,0.0,-0.015748031496062992,-0.007874015748031496,-0.007874015748031496,-0.015748031496062992,-0.007874015748031496,-0.007874015748031496,0.0
4.552689790725708,-0.015748031496062992,-0.03937007874015748,0.0,-0.007874015748031496,-0.015748031496062992,-0.015748031496062992,-0.007874015748031496,-0.007874015748031496
4.552858829498291,-0.015748031496062992,-0.007874015748031496,-0.015748031496062992,0.0,-0.015748031496062992,-0.007874015748031496,0.0,-0.015748031496062992
4.553213357925415,-0.015748031496062992,0.007874015748031496,-0.007874015748031496,-0.015748031496062992,-0.007874015748031496,0.0,-0.015748031496062992,0.0
4.553567886352539,-0.007874015748031496,0.007874015748031496,-0.007874015748031496,0.0,0.0,-0.007874015748031496,0.0,-0.023622047244094488
4.55373477935791,-0.015748031496062992,-0.03937007874015748,-0.031496062992125984,-0.023622047244094488,-0.007874015748031496,-0.015748031496062992,-0.015748031496062992,-0.015748031496062992
4.553901672363281,0.007874015748031496,0.0,-0.007874015748031496,-0.007874015748031496,-0.007874015748031496,-0.007874015748031496,-0.015748031496062992,-0.007874015748031496
4.554257750511169,-0.007874015748031496,-0.031496062992125984,-0.023622047244094488,-0.007874015748031496,-0.007874015748031496,-0.007874015748031496,-0.015748031496062992,-0.015748031496062992
4.554613828659058,0.0,0.015748031496062992,0.007874015748031496,-0.015748031496062992,-0.023622047244094488,-0.015748031496062992,0.0,0.0
4.554844260215759,-0.007874015748031496,0.0,-0.015748031496062992,-0.015748031496062992,-0.007874015748031496,-0.007874015748031496,-0.007874015748031496,-0.007874015748031496
4.555074691772461,-0.015748031496062992,-0.03937007874015748,-0.007874015748031496,-0.007874015748031496,-0.015748031496062992,-0.023622047244094488,-0.015748031496062992,-0.015748031496062992
4.555462837219238,-0.007874015748031496,0.0,-0.007874015748031496,-0.007874015748031496,-0.023622047244094488,-0.015748031496062992,0.0,-0.015748031496062992
4.555850982666016,0.007874015748031496,0.0,-0.023622047244094488,0.0,-0.007874015748031496,-0.007874015748031496,-0.015748031496062992,-0.007874015748031496
4.5560063123703,0.0,-0.007874015748031496,-0.015748031496062992,-0.007874015748031496,-0.015748031496062992,-0.007874015748031496,0.0,-0.007874015748031496
4.556161642074585,0.0,0.0,0.0,0.0,-0.023622047244094488,-0.007874015748031496,0.007874015748031496,0.0
4.556538701057434,0.007874015748031496,0.0,0.0,0.0,-0.015748031496062992,-0.015748031496062992,-0.015748031496062992,0.0
4.556915760040283,0.007874015748031496,0.03937007874015748,-0.007874015748031496,-0.007874015748031496,-0.007874015748031496,0.0,0.007874015748031496,0.015748031496062992
4.557081818580627,-0.023622047244094488,-0.05511811023622047,-0.015748031496062992,-0.015748031496062992,0.015748031496062992,0.015748031496062992,0.0,0.015748031496062992
4.557247877120972,-0.015748031496062992,-0.023622047244094488,0.0,-0.007874015748031496,0.015748031496062992,0.007874015748031496,0.0,0.007874015748031496
4.5576618909835815,0.015748031496062992,0.007874015748031496,0.007874015748031496,0.007874015748031496,0.007874015748031496,0.0,0.0,-0.007874015748031496
4.558075904846191,-0.015748031496062992,0.0,0.015748031496062992,0.007874015748031496,0.0,-0.007874015748031496,0.0,-0.007874015748031496
4.558237433433533,0.015748031496062992,-0.007874015748031496,-0.015748031496062992,0.007874015748031496,-0.015748031496062992,-0.023622047244094488,-0.007874015748031496,0.0
4.558398962020874,-0.007874015748031496,0.0,-0.007874015748031496,-0.015748031496062992,-0.007874015748031496,0.007874015748031496,-0.015748031496062992,-0.015748031496062992
4.558765411376953,-0.007874015748031496,-0.015748031496062992,-0.007874015748031496,-0.015748031496062992,0.0,0.007874015748031496,0.007874015748031496,0.007874015748031496
4.559131860733032,0.0,0.0,-0.007874015748031496,0.0,0.007874015748031496,-0.007874015748031496,-0.007874015748031496,0.007874015748031496
4.559303402900696,0.0,-0.015748031496062992,0.007874015748031496,-0.007874015748031496,-0.007874015748031496,0.0,-0.007874015748031496,0.0
4.559474945068359,0.0,0.015748031496062992,0.007874015748031496,-0.007874015748031496,0.0,-0.007874015748031496,0.007874015748031496,0.0
4.5598384141922,-0.007874015748031496,-0.015748031496062992,-0.007874015748031496,-0.015748031496062992,-0.007874015748031496,-0.007874015748031496,-0.007874015748031496,0.0
4.56020188331604,0.007874015748031496,0.0,-0.007874015748031496,-0.015748031496062992,-0.007874015748031496,0.0,-0.015748031496062992,0.0
4.560373783111572,-0.015748031496062992,-0.023622047244094488,-0.007874015748031496,0.0,-0.007874015748031496,-0.007874015748031496,0.007874015748031496,-0.007874015748031496
4.5605456829071045,0.0,-0.015748031496062992,-0.007874015748031496,-0.007874015748031496,0.0,-0.007874015748031496,0.0,0.0
4.560901761054993,0.0,0.007874015748031496,0.0,0.007874015748031496,0.007874015748031496,-0.007874015748031496,-0.007874015748031496,0.0
4.561257839202881,-0.007874015748031496,-0.023622047244094488,-0.015748031496062992,-0.007874015748031496,-0.007874015748031496,-0.007874015748031496,-0.007874015748031496,-0.007874015748031496
4.56165885925293,-0.015748031496062992,0.015748031496062992,0.0,0.0,0.0,-0.015748031496062992,-0.015748031496062992,0.0
4.5620598793029785,-0.007874015748031496,0.0,0.0,-0.007874015748031496,-0.015748031496062992,-0.007874015748031496,-0.007874015748031496,0.0
4.562479853630066,-0.007874015748031496,0.0,0.0,0.0,0.0,0.0,0.007874015748031496,0.0
4.562899827957153,-0.015748031496062992,0.007874015748031496,-0.007874015748031496,-0.007874015748031496,-0.007874015748031496,0.007874015748031496,-0.007874015748031496,0.0
4.56341028213501,-0.015748031496062992,0.0,0.0,-0.007874015748031496,0.0,0.0,0.007874015748031496,0.0
4.563920736312866,-0.007874015748031496,-0.023622047244094488,0.007874015748031496,-0.007874015748031496,0.007874015748031496,0.0,-0.007874015748031496,-0.015748031496062992
4.564483284950256,-0.015748031496062992,-0.015748031496062992,-0.007874015748031496,-0.007874015748031496,-0.023622047244094488,-0.007874015748031496,-0.023622047244094488,0.0
4.5650458335876465,-0.015748031496062992,0.0,0.0,-0.015748031496062992,0.0,-0.007874015748031496,-0.007874015748031496,-0.007874015748031496
4.565242886543274,0.0,-0.007874015748031496,0.007874015748031496,0.0,-0.007874015748031496,0.0,-0.007874015748031496,-0.007874015748031496
4.565439939498901,-0.023622047244094488,-0.007874015748031496,-0.007874015748031496,-0.007874015748031496,0.0,0.0,0.007874015748031496,-0.007874015748031496
4.565884828567505,-0.007874015748031496,0.0,-0.023622047244094488,-0.015748031496062992,-0.015748031496062992,-0.015748031496062992,-0.007874015748031496,-0.015748031496062992
4.566329717636108,-0.007874015748031496,0.0,0.0,0.0,-0.015748031496062992,-0.015748031496062992,-0.007874015748031496,-0.015748031496062992
4.566511750221252,0.007874015748031496,0.015748031496062992,0.0,-0.015748031496062992,-0.023622047244094488,-0.007874015748031496,-0.007874015748031496,0.0
4.5666937828063965,-0.007874015748031496,0.015748031496062992,-0.015748031496062992,-0.023622047244094488,-0.007874015748031496,-0.007874015748031496,-0.015748031496062992,0.0
4.5671387910842896,0.0,-0.023622047244094488,0.007874015748031496,-0.007874015748031496,-0.007874015748031496,-0.007874015748031496,0.0,-0.015748031496062992
4.567583799362183,-0.023622047244094488,-0.015748031496062992,0.0,-0.007874015748031496,-0.007874015748031496,-0.015748031496062992,-0.023622047244094488,-0.015748031496062992
4.567842245101929,-0.007874015748031496,-0.007874015748031496,0.007874015748031496,-0.007874015748031496,0.015748031496062992,0.0,-0.007874015748031496,-0.007874015748031496
4.568100690841675,0.007874015748031496,0.015748031496062992,-0.015748031496062992,-0.007874015748031496,-0.007874015748031496,-0.007874015748031496,-0.007874015748031496,0.0
4.568532705307007,0.0,-0.015748031496062992,-0.023622047244094488,-0.007874015748031496,0.0,-0.007874015748031496,0.0,0.0
4.568964719772339,0.007874015748031496,0.007874015748031496,-0.007874015748031496,-0.015748031496062992,-0.007874015748031496,0.0,-0.015748031496062992,-0.007874015748031496
4.569190263748169,-0.023622047244094488,-0.007874015748031496,-0.007874015748031496,-0.007874015748031496,-0.007874015748031496,-0.007874015748031496,-0.007874015748031496,-0.023622047244094488
4.569415807723999,0.0,-0.007874015748031496,0.0,0.0,-0.007874015748031496,-0.007874015748031496,-0.015748031496062992,-0.007874015748031496
4.569871306419373,-0.031496062992125984,-0.007874015748031496,-0.007874015748031496,0.0,-0.015748031496062992,-0.007874015748031496,0.0,0.0
4.570326805114746,0.015748031496062992,-0.015748031496062992,-0.007874015748031496,-0.015748031496062992,0.0,0.0,0.0,-0.007874015748031496
4.570573210716248,0.007874015748031496,-0.007874015748031496,-0.007874015748031496,-0.007874015748031496,0.0,-0.023622047244094488,-0.023622047244094488,0.0
4.570819616317749,-0.007874015748031496,-0.007874015748031496,-0.007874015748031496,0.007874015748031496,-0.015748031496062992,-0.007874015748031496,0.0,0.0
4.5712902545928955,0.0,-0.023622047244094488,-0.007874015748031496,-0.007874015748031496,-0.007874015748031496,-0.015748031496062992,-0.015748031496062992,-0.015748031496062992
4.571760892868042,-0.015748031496062992,-0.031496062992125984,-0.023622047244094488,-0.007874015748031496,-0.023622047244094488,0.0,0.0,-0.015748031496062992
4.572012901306152,-0.007874015748031496,0.007874015748031496,-0.007874015748031496,-0.015748031496062992,-0.007874015748031496,0.0,0.007874015748031496,0.0
4.572264909744263,0.007874015748031496,-0.015748031496062992,-0.007874015748031496,-0.015748031496062992,0.0,-0.007874015748031496,-0.007874015748031496,-0.007874015748031496
4.572636365890503,-0.023622047244094488,-0.015748031496062992,-0.023622047244094488,-0.023622047244094488,-0.015748031496062992,0.0,0.0,-0.023622047244094488
4.573007822036743,-0.007874015748031496,-0.007874015748031496,0.0,-0.015748031496062992,0.007874015748031496,-0.015748031496062992,-0.007874015748031496,-0.015748031496062992
4.573220252990723,-0.007874015748031496,-0.023622047244094488,-0.007874015748031496,-0.007874015748031496,-0.007874015748031496,-0.007874015748031496,-0.007874015748031496,-0.015748031496062992
4.573432683944702,0.0,-0.015748031496062992,0.007874015748031496,-0.007874015748031496,0.007874015748031496,-0.007874015748031496,0.0,-0.007874015748031496
4.573821187019348,0.0,0.0,-0.015748031496062992,0.0,0.0,0.0,-0.007874015748031496,-0.007874015748031496
4.574209690093994,-0.015748031496062992,0.0,-0.007874015748031496,0.0,0.0,-0.007874015748031496,-0.007874015748031496,0.007874015748031496
4.574396133422852,0.0,-0.007874015748031496,0.0,0.007874015748031496,-0.007874015748031496,0.0,0.0,-0.015748031496062992
4.574582576751709,-0.007874015748031496,0.0,-0.015748031496062992,-0.007874015748031496,0.0,-0.007874015748031496,0.0,-0.015748031496062992
4.575015664100647,0.007874015748031496,-0.015748031496062992,-0.015748031496062992,-0.015748031496062992,-0.007874015748031496,0.0,0.0,-0.015748031496062992
4.575448751449585,-0.007874015748031496,-0.007874015748031496,-0.023622047244094488,0.0,-0.031496062992125984,-0.023622047244094488,0.007874015748031496,-0.015748031496062992
4.575655698776245,-0.007874015748031496,0.015748031496062992,-0.007874015748031496,-0.007874015748031496,-0.015748031496062992,0.0,-0.007874015748031496,-0.007874015748031496
4.575862646102905,-0.023622047244094488,-0.047244094488188976,0.0,0.0,-0.007874015748031496,0.0,-0.007874015748031496,-0.007874015748031496
4.576274156570435,-0.015748031496062992,-0.023622047244094488,-0.007874015748031496,-0.007874015748031496,-0.007874015748031496,0.0,0.0,0.0
4.576685667037964,-0.007874015748031496,-0.007874015748031496,0.0,-0.015748031496062992,0.007874015748031496,-0.007874015748031496,-0.007874015748031496,-0.007874015748031496
4.576932191848755,-0.007874015748031496,0.0,-0.007874015748031496,0.0,-0.023622047244094488,-0.015748031496062992,-0.023622047244094488,-0.007874015748031496
4.577178716659546,-0.015748031496062992,0.015748031496062992,-0.007874015748031496,-0.015748031496062992,-0.023622047244094488,-0.007874015748031496,-0.007874015748031496,-0.007874015748031496
4.577669739723206,-0.007874015748031496,-0.007874015748031496,-0.007874015748031496,-0.007874015748031496,0.0,-0.015748031496062992,-0.007874015748031496,-0.007874015748031496
4.578160762786865,0.0,0.015748031496062992,-0.007874015748031496,-0.015748031496062992,-0.007874015748031496,0.0,-0.015748031496062992,0.0
4.578366756439209,-0.007874015748031496,-0.031496062992125984,0.0,0.0,0.0,-0.015748031496062992,0.007874015748031496,-0.007874015748031496
4.578572750091553,-0.007874015748031496,0.015748031496062992,-0.007874015748031496,-0.007874015748031496,0.0,-0.007874015748031496,-0.007874015748031496,0.007874015748031496
4.57900333404541,-0.007874015748031496,-0.007874015748031496,-0.007874015748031496,-0.007874015748031496,-0.007874015748031496,-0.007874015748031496,-0.007874015748031496,-0.007874015748031496
4.579433917999268,0.0,-0.007874015748031496,0.0,0.007874015748031496,-0.015748031496062992,0.0,-0.007874015748031496,0.0
4.579669833183289,-0.007874015748031496,-0.031496062992125984,-0.007874015748031496,-0.007874015748031496,-0.007874015748031496,0.0,-0.007874015748031496,0.0
4.57990574836731,-0.015748031496062992,-0.03937007874015748,-0.015748031496062992,0.0,-0.015748031496062992,0.0,0.0,-0.007874015748031496
4.580386281013489,0.007874015748031496,0.007874015748031496,0.0,-0.007874015748031496,-0.007874015748031496,-0.007874015748031496,0.007874015748031496,0.0
4.580866813659668,-0.015748031496062992,-0.007874015748031496,0.0,-0.015748031496062992,0.0,0.0,0.0,-0.007874015748031496
4.581120848655701,-0.007874015748031496,-0.007874015748031496,-0.015748031496062992,-0.015748031496062992,0.007874015748031496,-0.015748031496062992,-0.015748031496062992,-0.015748031496062992
4.581374883651733,0.007874015748031496,-0.015748031496062992,0.0,-0.007874015748031496,0.0,-0.007874015748031496,-0.007874015748031496,-0.007874015748031496
4.58177125453949,-0.015748031496062992,-0.015748031496062992,-0.015748031496062992,0.0,-0.015748031496062992,-0.007874015748031496,-0.023622047244094488,-0.023622047244094488
4.582167625427246,-0.015748031496062992,-0.007874015748031496,-0.007874015748031496,-0.007874015748031496,-0.015748031496062992,-0.007874015748031496,0.0,-0.007874015748031496
4.5823692083358765,-0.015748031496062992,-0.023622047244094488,-0.015748031496062992,-0.007874015748031496,-0.023622047244094488,-0.007874015748031496,0.0,-0.015748031496062992
4.582570791244507,-0.007874015748031496,0.0,-0.015748031496062992,-0.015748031496062992,-0.015748031496062992,-0.007874015748031496,-0.015748031496062992,-0.015748031496062992
4.583085775375366,0.0,0.0,0.0,-0.007874015748031496,-0.015748031496062992,0.007874015748031496,-0.007874015748031496,0.0
4.583600759506226,-0.015748031496062992,-0.03937007874015748,-0.031496062992125984,-0.015748031496062992,0.0,-0.007874015748031496,-0.007874015748031496,-0.007874015748031496
4.583866715431213,-0.015748031496062992,0.023622047244094488,-0.007874015748031496,-0.015748031496062992,0.0,-0.007874015748031496,-0.015748031496062992,0.007874015748031496
4.584132671356201,0.007874015748031496,-0.007874015748031496,0.0,-0.015748031496062992,-0.007874015748031496,-0.023622047244094488,-0.007874015748031496,-0.007874015748031496
4.584613680839539,-0.015748031496062992,0.0,0.007874015748031496,0.0,0.007874015748031496,0.0,0.0,-0.007874015748031496
